Buurt2025;buurtnaam2025
17400100;Ochten
17400101;Echteld
17400102;IJzendoorn
17400103;Pottemsestraat en Groenestraat en omgeving
17400106;Verspreide huizen Echteld-Waalbandijk
17400107;Verspreide huizen Echteld
17400108;Verspreide huizen IJzendoorn
17400109;Verspreide huizen Ochten
17400200;Kom Dodewaard met Hien
17400201;Kom Wely
17400208;Verspreide huizen Dodewaard-Oost en Wely
17400209;Verspreide huizen Dodewaard-West
17420000;Kern-Rijssen
17420004;Het Molenstal
17420005;Hagslagen
17420006;Stad West
17420007;Kern rand Noord
17420008;Hofstee en De Delle
17420207;Verspreide huizen Ligtenberg
17420208;Verspreide huizen Zuidrand en omgeving
17420209;Verspreide huizen Nieuwland en omgeving
17420301;Holten-De Haar
17420302;Holten ten noorden van de spoorlijn
17420303;De Holterberg
17420304;Villaterrein De Look
17420305;De Beuseberg
17420308;Lukensveld
17420309;Liesen
17420310;Holten-Kom
17420311;De Kol en Noordenberg
17420401;Industrieterrein de Haar
17420402;Vletgaarsmaten
17420500;Buurtschap Neerdorp
17420501;Buurtschap Holterbroek
17420502;Buurtschap Beuseberg
17420503;Buurtschap Espelo
17420504;Buurtschap Borkeld
17420505;Buurtschap Look
17420506;Buurtschap Holterberg
17420507;Buurtschap Lichtenberg
17420508;Dijkerhoek kern
17420509;Verspreide huizen Dijkerhoek
17420701;De Mors en Plaagslagen
17420801;Zomerhuisjesterrein De Borkeld
17420901;Veeneslagen Oost
17420902;Veeneslagen West
17420904;Dannenberg
17421001;Braakmanslanden midden
17421002;Braakmanslanden noordoost
17421003;Braakmanslanden zuidwest
17421004;De Lage Es
17421005;Nieuwland en Lentfert
17421006;Plan Zuid
17421007;De Welle
17421106;Het Opbroek zuid
17421107;Het Opbroek noord
17421108;Stokmansveld en De Waterhoek
17421109;Hangerad en Oosterhofesch
17710000;Centrum
17710001;Skandia
17710002;Akert
17710003;Zesgehuchten
17710004;Braakhuizen-Noord
17710005;Braakhuizen-Zuid
17710006;Coevering
17710007;Genoenhuis
17710008;Buitengebied Geldrop-Oost
17710009;Buitengebied Geldrop- West
17710110;Mierlo-Dorp
17710111;Neerakkers
17710112;Kerkakkers
17710113;Luchen
17710114;Buitengebied Mierlo
17730111;Olst Centrum-West
17730112;Olst Centrum-Oost
17730113;Stationswijk en Industrieweg
17730114;Kortrick en Zonnekamp
17730115;Buitengebied Olst
17730216;Wijhe Centrum
17730217;Peperkamp en De Enk
17730218;Krijtenberg en Noorder Koeslag
17730219;Buitengebied Wijhe
17730320;Wesepe Kern
17730321;Buitengebied Wesepe
17730422;Boskamp Kern
17730423;Buitengebied Boskamp
17730524;Boerhaar Kern
17730525;Buitengebied Boerhaar
17730626;Welsum
17730727;Den Nul Kern
17730728;Buitengebied Den Nul
17730829;Eikelhof
17730930;Elshof
17731031;Marle
17731132;Middel
17731233;Herxen
17741010;Centrum
17741011;Kerkeres
17741012;Klokkenberg
17741013;Dorper-Es
17741014;Veldkamp en Borchert
17741015;Janskamp
17741017;Diepengoor
17741020;'t Pierik
17741021;Remerink en Denekamp Oost
17741050;Kloppendijk
17741051;Sombeek
17741099;Buitengebied Denekamp
17741110;Lattrop kern
17741198;Verspreide huizen Breklenkamp
17741199;Verspreide huizen Lattrop
17741210;Tilligte kern
17741299;Verspreide huizen Tilligte
17741398;Verspreide huizen Groot Agelo
17741399;Verspreide huizen Klein Agelo
17741410;Noord Deurningen kern
17741499;Verspreide huizen Noord Deurningen
17741510;Ootmarsum Kern
17741511;Ootmarsum Randkern
17741512;villapark Stobbenkamp
17741513;Cellenkamp Palthenkamp
17741514;Moerbekkenkamp
17741515;Wildehof
17741516;Vinke-Brookhuis
17741550;De Mors
17741598;Verspreide huizen Ootmarsum-Oost
17741599;Verspreide huizen Ootmarsum-West
17741610;Weerselo kern
17741611;Eertman
17741612;Reestman
17741613;'t Stift
17741614;'t Spikkert
17741650;Echelpoel
17741699;Verspreide huizen Weerselo
17741710;Rossum kern
17741799;Verspreide huizen Rossum
17741810;Saasveld kern
17741899;Verspreide huizen Saasveld
17741910;Deurningen kern
17741999;Verspreide huizen Deurningen
17742099;Verspreide huizen Nutter
17742199;Verspreide huizen Oud Ootmarsum
17830101;Naaldwijk Centrumgebied
17830103;Opstal
17830105;Geestcomplex
17830111;Kruisbroek
17830113;Pijletuinen
17830151;Buitengebied 2 Naaldwijk
17830154;Buitengebied 1 Naaldwijk
17830155;Bedrijventerrein De Woerd
17830157;Hoge Bomen
17830158;Buitengebied 3 Naaldwijk
17830159;Hoogeland Oost
17830160;Hoogeland West
17830161;Woerdblok
17830201;Honselersdijk centrum
17830207;Vogelwijk
17830211;Burgemeesterswijk
17830251;Bedrijventerrein Honsel
17830253;Achter de Dijk
17830256;Bedrijventerrein Bloemenveiling
17830257;Buitengebied Honselersdijk
17830301;Woonkern maasdijk
17830306;Bedrijventerrein De Hoeven
17830351;Bedrijventerrein Honderland & Coldenhove
17830352;Buitengebied Maasdijk
17830401;centrumgebied 's-Gravenzande
17830402;Zandevelt
17830403;V/d kasteelewijk
17830404;Oudeland
17830405;Edelstenenwijk
17830406;Vreeburgh
17830407;Dorp oost
17830408;Nieuwe Vaart
17830409;Bedrijventerrein Teylingen
17830410;Heenweg
17830420;'s-Gravenzande Buitengebied
17830421;Kust 's-Gravenzande
17830480;Het Nieuwe water
17830502;Monster Centrumgebied
17830504;Kleine Geest en Molenwijk
17830505;Zwartenhoek
17830506;Grote Geest en Molenwijk
17830507;Polanen
17830508;Westlandse Zoom De Duinen
17830509;Buitengebied Monster
17830510;Westerhonk
17830511;Bedrijventerrein Vlotlaan
17830512;Kust Monster
17830601;Wateringen Centrumgebied
17830602;Plan Zuid
17830603;Buitengebied 2 wateringen
17830606;Hofwijk en Oranjehof
17830607;Wateringen Noord en Ambachtshof
17830608;Suydervelt
17830609;Buitengebied 1 wateringen
17830610;Vliettuinen
17830611;Essellanden
17830612;Bedrijventerrein Wateringen
17830701;Buitengebied 1 De Lier
17830702;Bedrijventerrein Westerlee
17830703;De Lier Centrumgebied
17830704;Buitengebied 2 De Lier
17830710;De Lier West
17830711;Sportpark de Zweth
17830712;Bleyenburg
17830713;Molensloot
17830714;Zeehelden van Oranje
17830801;Kwintsheul Centrumgebied
17830802;Bedrijventerrein Bovendijk
17830803;Buitengebied Kwintsheul
17830901;Poeldijk Centrumgebied
17830902;Poeldijk Noord
17830903;Westhof en Dijkpolder
17830904;Bedrijventerrein ABC Westland
17830905;Bedrijventerrein Mercurius
17830906;Buitengebied 1 Poeldijk
17830907;Buitengebied 2 Poeldijk
17831001;Ter Heijde
17839998;Buitenwater
18420000;Schipluiden
18420001;Den Hoorn
18420002;Hodenpijl
18420004;Gaag-Schipluiden
18420005;Negenhuizen en Zouteveen
18420007;'t Woudt
18420009;Verspreide huizen Schipluiden
18420100;Maasland
18420101;Ter Lucht
18420103;Gaag-Maasland
18420106;Dijkpolder
18420108;Verspreide huizen Dijkpolder
18420109;Verspreide huizen Duifpolder en omgeving
18590000;Borculo Centrum
18590002;Hambroek
18590003;Geesteren
18590004;Gelselaar
18590005;Haarlo
18590006;Verspreide huizen Gelselaar
18590007;Verspreide huizen Geesteren
18590008;Verspreide huizen Borculo
18590009;Verspreide huizen Haarlo
18590010;Elbrink
18590011;Noord
18590012;Oostenrijkse Buurt
18590013;Industrieterrein Borculo
18590014;West
18590015;De Koppel
18590016;De Maat
18590017;Nieuw Boer
18590018;Schollenkamp
18590102;Rekken
18590104;Verspreide huizen Hupsel-West
18590105;Verspreide huizen Hupsel-Oost
18590106;Verspreide huizen Holterhoek
18590107;Verspreide huizen Mallem en Loo
18590108;Verspreide huizen Olden Eibergen
18590109;Verspreide huizen Rekken
18590110;Westenesch-Hofrichter
18590111;De Mors
18590112;D'n Esch
18590113;Bronbeek-Rozenkamp
18590114;Zuivelfabriek
18590115;Op de Bleek
18590116;Eibergen Centrum
18590117;Mollemors
18590118;Berkellanden
18590119;Prins Bernhardstraat eo
18590120;Simmelink West
18590121;Simmelink Noord
18590122;Simmelink Zuid
18590123;Vrijersmaat-Plan Zuid
18590124;Industrieterrein De Kiefte
18590200;Beltrum
18590206;Verspreide huizen Voor-Beltrum
18590207;Verspreide huizen Beltrum Lintvelde en Avest
18590209;Verspreide huizen Beltrumsche Veld
18590301;Noordijk
18590302;Rietmolen
18590307;Verspreide huizen Rietmolen en Broeke
18590308;Verspreide huizen Noordijk
18590309;Verspreide huizen Neede
18590310;De Berg
18590311;Roodland
18590312;Ruwenhof-Meijersveld
18590313;Hondelink
18590314;Hofmaat
18590315;Neede Centrum
18590316;Julianastraat eo
18590317;De Kamp-Spilbroek
18590318;Moeshof eo
18590319;Industerrein Neede
18590405;Verspreide huizen Ruurlo
18590406;Verspreide huizen Veldhoek
18590407;Verspreide huizen Heurne
18590408;Verspreide huizen Zuidelijk Broek
18590410;Verspreide huizen Ruurlosche Broek
18590411;Everwenninkhoek
18590412;Garvelinkkamp
18590413;Smidsbrink
18590414;Ruurlo Centrum
18590415;Haarskamp
18590416;Leusinkbrink
18590417;'t Loo
18590418;Industrieterrein Ruurlo
18760000;Hengelo
18760001;Keijenborg
18760002;Veldhoek
18760004;Verspreide huizen Keijenborg
18760005;Verspreide huizen Dunsborg
18760006;Verspreide huizen Hengelo en Noordink
18760007;Verspreide huizen Bekveld en Gooi
18760008;Verspreide huizen Varssel
18760009;Verspreide huizen Zuidelijk bosgebied
18760100;Zelhem
18760101;Halle
18760102;Velswijk
18760103;Verspreide huizen Zelhem
18760104;Verspreide huizen Halle
18760105;Verspreide huizen Velswijk
18760200;Vorden
18760201;Kranenburg
18760202;Wichmond
18760203;Verspreide huizen Vierakker
18760204;Verspreide huizen Wichmond
18760207;Verspreide huizen Linde, Mossel en Wildenborch
18760208;Verspreide huizen Grote Veld
18760209;Verspreide huizen Delden en Veldwijk
18760300;Steenderen
18760301;Bronkhorst
18760302;Baak
18760303;Olburgen
18760304;Rha
18760305;Toldijk
18760306;Verspreide huizen Bakerwaard
18760307;Verspreide huizen Olburgen en Rha
18760308;Verspreide huizen Baak
18760309;Verspreide huizen Toldijk
18760310;Verspreide huizen Steenderen
18760400;Hummelo
18760401;Hoog-Keppel
18760402;Laag-Keppel
18760403;Drempt
18760404;Achterdrempt
18760405;Verspreide huizen ten noorden van Drempt
18760406;Verspreide huizen Hummelo
18760407;Verspreide huizen Hummelo-Broek
18760408;Verspreide huizen ten zuidoosten van Hummelo
18760409;Verspreide huizen Hoog-Keppel
18760410;Verspreide huizen Oude IJsselgebied
18830001;Limbrichterveld
18830008;Industrieterrein Bergerweg-Rosengarten
18830100;Sittard-Centrum
18830101;Sanderbout
18830102;Ophoven
18830103;Kollenberg-Park Leyenbroek
18830109;Omgeving Watersley
18830200;Overhoven
18830201;Baandert
18830202;Stadbroek
18830203;Vrangendael
18830204;Broeksittard
18830205;Kemperkoul
18830208;Industrieterrein Noord
18830209;Omgeving Schwienswei
18830300;Munstergeleen
18830301;Wintraak
18830400;Guttecoven
18830401;Limbricht
18830402;Einighausen
18830501;Geleen-Centrum
18830502;Geleen-Noord
18830503;Lindenheuvel
18830504;Geleen-Zuid
18830505;Kluis
18830506;Oud-Geleen en Haesselderveld
18830507;Industriegebied D.S.M. en Graetheide
18830601;Holtum
18830602;Buchten
18830603;Born
18830604;Hondsbroek
18830606;Graetheide
18830607;Industriegebied
18830609;Omgeving Limbrichterbos-Wolfrath
18830700;Obbicht
18830701;Papenhoven
18830702;Grevenbicht
18840000;Roelofarendsveen
18840001;Oude Wetering
18840002;Roelofarendsveen-Noord
18840003;Burgemeesterswijk
18840004;Tuinbouwgebied
18840101;Nieuwe Wetering
18840102;Rijpwetering
18840104;Oud Ade en Zevenhuizen
18840105;Kaag
18840107;Verspreide huizen Veenderpolder
18840109;Overige verspreide huizen
18840200;Woubrugge
18840201;Ofwegen
18840202;Hoogmade
18840203;Woubrugge-West
18840207;Verspreide huizen Vierambachtspolder
18840208;Verspreide huizen Oudendijkse polder
18840209;Overige verspreide huizen
18840300;Rijnsaterwoude
18840309;Verspreide huizen Rijnsaterwoude
18840400;Leimuiden
18840402;Vriezekoop
18840404;Bilderdam
18840405;Uitbreiding West
18840407;Verspreide huizen Vriezekoopse polder
18840408;Verspreide huizen West
18840409;Verspreide huizen Oost
18910000;Damwâld
18910001;Broeksterwâld
18910002;De Falom
18910008;Verspreide huizen Damwâld
18910009;Verspreide huizen Broeksterwâld
18910100;Driezum
18910101;Wâlterswâld
18910108;Verspreide huizen Driezum
18910109;Verspreide huizen Wâlterswâld
18910200;De Westereen
18910201;Feanwâlden
18910202;Readtsjerk
18910208;Verspreide huizen De Westereen
18910209;Verspreide huizen Feanwâlden
18910300;Rinsumageast
18910301;Sibrandahûs
18910309;Verspreide huizen Rinsumageast
18920101;Kern Moerkapelle
18920102;Wilde Veenen
18920103;Moerkapelle-West
18920104;Moerkapelle-Oost
18920105;Bedrijventerrein Moerkapelle
18920106;Moerkapelle kassengebied
18920107;Jonge Veenen
18920191;Verspreide bebouwing Moerkapelle
18920201;Kern Zevenhuizen
18920202;Swanla
18920203;Zevenhuizen Bloemenbuurt
18920204;Bedrijventerrein Zevenhuizen
18920205;Zevenhuizen-West 1
18920206;Zevenhuizen-West 2
18920207;Recreatiepark De Korenmolen
18920208;Recreatiepark De Bonk
18920209;Oud Verlaat
18920210;Zevenhuizerplas
18920211;Zevenhuizen-Zuid
18920291;Verspreide bebouwing Tweemanspolder
18920292;Verspreide bebouwing Zuidplaspolder Zevenhuizen
18920293;Verspreide bebouwing Eendragtspolder
18920301;Kern Moordrecht
18920302;Moordrecht Bloemenbuurt
18920303;Dorp Noord
18920304;Staatsliedenbuurt/Vijfakkers
18920305;Ambonwijk
18920306;Westeinde
18920307;Uiterwaard
18920308;Bedrijventerrein 't Ambacht
18920309;Recreatiepark Oosteinde
18920310;Bedrijventerrein Gouwepark
18920311;Vijfakkers-Noord
18920399;Verspreide bebouwing Moordrecht
18920401;Kern Nieuwerkerk aan den IJssel
18920402;Bedrijventerrein De Hooge Veenen
18920403;Zuidplas Kruiden
18920404;Zuidplas Velden
18920405;Kleinpolder
18920406;Kortenoord
18920407;Recreatiepark Klein Hitland
18920408;Esse Hoog
18920409;Esse Laag
18920410;Bomenbuurt
18920411;Dorrestein-Noord
18920412;Parkzoom
18920413;Esse Zoom Laag
18920414;Zuidplas Mossen
18920415;Zuidplas Dalen
18920416;Dorrestein-Zuid
18920491;Verspreide bebouwing Zuidplaspolder Nieuwerkerk aan den IJss
18920492;Verspreide bebouwing Essepolder
18920493;Verspreide bebouwing Achter Esse
18940101;Panningen-Noord
18940102;Panningen-Zuid
18940103;De Riet Panningen
18940104;Buitengebied Vosberg-Loo
18940105;Ringoven
18940106;Buitengebied Zelen-Hub
18940107;Buitengebied Industrie Panningen
18940108;Buitengebied Everlo
18940201;Kessel-centrum
18940202;Veers
18940204;Buitengebied Hout-Oijen
18940208;Buitengebied Dijk-Broek-Donk
18940301;Maasbree-centrum
18940302;Achter de Hoven
18940303;De Schor
18940304;Buiteng. Tongerlo-Korte Heide-Schoorveld
18940305;Buitengebied Lange Heide-'t Rooth
18940306;Buitengebied Rinkesfort-Oude Heldenseweg
18940307;Buitengebied Dubbroek-Zandberg
18940401;Baarlo-centrum
18940402;Buitengebied Pratwinkel-Soeterbeek
18940403;Kuukven
18940404;Diepenbroek
18940406;Buitengebied Hummeren-Heuvel
18940408;Buitengebied Schafelt-Hei-Berckt
18940409;Buitengebied Raay-Kesselse Bergen
18940501;Meijel-centrum
18940502;Buitengebied Platveld-Krum-Witdonk
18940503;Hof-Startebos
18940504;Donk
18940506;Buitengebied Molenbaan-Vieruitersten
18940507;Buitengebied Nederweerterdijk-Berg
18940508;Buitengebied Steenoven
18940509;Buitengebied Katsberg-Polder
18940601;Koningslust-centrum
18940602;Buitengebied Brentjes-Zandstraat
18940701;Kessel Eik-centrum
18940702;Buitengebied Spurkt-Hei-Weerd
18940801;Helden-centrum
18940802;Schrames-Stogger
18940803;De Riet Helden
18940804;Buitengebied In den Berg-Keuper Heide
18940805;Buitengebied Onder-Eindt-Zandberg
18940901;Grashoek-centrum
18940902;Buitengebied Kievitsheide
18940903;Buitengebied Vliegert
18940904;Buitengebied Op den Houwenberg
18941001;Egchel-centrum
18941002;Buitengebied Egchelse Heide
18941101;Beringe-centrum
18941102;Buitengebied Industrie Beringe
18941103;Buitengebied Achterste Beuken-Hoeve
18941104;Buitengebied Schorf-Groeze
18950000;Winschoten-Centrum
18950001;Zeeheldenbuurt
18950002;Winschoten-Noord
18950003;Winschoten-Zuid
18950004;Udesweg-Zuid
18950005;Winschoten-Grintweg
18950006;Winschoten-Bomenbuurt
18950007;Winschoten-Sint Vitusholt-Lanengebied
18950008;Winschoten-industriegebied
18950009;Verspreide huizen Winschoten
18950100;Finsterwolde-Centrum
18950101;Finsterwolde Hardenberg
18950102;Finsterwolde nieuwbouw
18950103;Finsterwolde Ganzedijk
18950104;Verspreide huizen Finsterwolde
18950200;Drieborg-Centrum
18950209;Verspreide huizen Drieborg
18950300;Beerta-Centrum
18950301;Beerta-Nieuwbouw
18950302;Beerta-Centrum-West
18950309;Verspreide huizen Beerta
18950400;Nieuw-Beerta
18950500;Nieuweschans De Bron
18950501;Nieuweschans-Centrum
18950502;Nieuweschans Nieuwbouw
18950600;Scheemda
18950601;Eexta
18950602;Heiligerlee
18950603;Eexta-Zuid
18950604;Scheemdermeer
18950605;Napels
18950700;Westerlee
18950708;Verspreide huizen ten zuiden van Westerlee
18950709;Verspreide huizen ten noorden van Westerlee
18950800;Nieuw-Scheemda
18950801;'t Waar
18950802;Hamrikkerweg
18950803;Scheemderzwaag
18950809;Verspreide huizen
18950900;Midwolda
18950901;Oostwold
18950902;Zuiderpolder
18950903;Ekamp
18950904;Nieuweweg
18950905;Niesoord
18950907;Meerland
18950909;Verspreide huizen Midwolda
18951000;Nieuwolda
18951001;Oosteind
18951009;Verspreide huizen Nieuwolda
18959998;Buitenwater
18960000;Genemuiden Kern
18960001;Genemuiden Noord-Oost
18960008;Cellemuiden
18960009;Zuiderzeepolder
18960010;Genemuiden Industrieterrein
18960011;Vogelbuurt
18960012;Achter 't Tag
18960013;Binnenlanden-West
18960014;Greente
18960100;Kamperzeedijk-Oost
18960101;Kamperzeedijk-West
18960108;Landelijk gebied Genemuiden
18960109;Pieperpolder
18960200;Hasselt Kern
18960201;Hasselt Dedemsvaart-Zuid
18960202;Hasselt Dedemsvaart
18960203;Hasselt Industrieterrein
18960204;Nadorst
18960205;Ter Wee's Hoek
18960206;Molenwaard
18960207;Hasselt om de Weede
18960307;Genne-Overwaters
18960310;Streukel-Holten-Genne
18960400;Zwartsluis Kern
18960402;Buitenkwartier
18960403;Prinsessenbuurt
18960404;Achter het Singel
18960405;Zomerdijk
18960406;De Nieuwesluis
18960407;Zwartsluis Industrieterrein
18960408;De Velde-Zwartewatersklooster
18960409;Landelijk gebied Zwartsluis
18960410;Barsbeek
18960500;Mastenbroek
18969997;Groot binnenwater
19000000;Bolsward binnen De Wallen
19000001;Bolsward-Noord
19000002;Bolsward-Zuidoost
19000003;Bolsward-Zuidwest
19000004;Bolsward-Noordoost
19000009;Verspreide huizen Bolsward
19000101;Sneek binnen de grachten
